frame,rootIndex,task,thread,startMs,endMs,durationMs,fitCalls,fitMs,pointwiseCalls,pointwiseMs
4,54,receiver_stage/7,6,12.016987,12.406909,0.389922,7,0.241317,0,0.0
4,60,receiver_stage/7,6,12.407219,12.931275,0.524056,7,0.436873,0,0.0
4,68,receiver_stage/7,6,12.931575,13.197803,0.266228,7,0.213276,0,0.0
4,74,receiver_stage/7,6,13.198253,13.592814,0.394561,7,0.330049,0,0.0
4,80,receiver_stage/7,6,13.592974,13.696207,0.103233,7,0.046642,0,0.0
4,87,receiver_stage/7,6,13.696607,14.040267,0.34366,7,0.286939,0,0.0
4,92,receiver_stage/7,6,14.040367,14.277974,0.237607,7,0.142964,0,0.0
4,95,receiver_stage/7,6,14.278054,14.613434,0.33538,7,0.288388,0,0.0
4,101,receiver_stage/7,6,14.615294,14.715377,0.100083,7,0.06326,0,0.0
4,104,receiver_stage/7,6,14.715498,14.81728,0.101782,7,0.066441,0,0.0
4,107,receiver_stage/7,6,14.81732,15.203812,0.386492,7,0.344231,0,0.0
4,119,receiver_stage/7,6,15.203862,15.544242,0.34038,7,0.280219,0,0.0
4,124,receiver_stage/7,6,15.544312,15.885412,0.3411,7,0.302249,0,0.0
4,134,receiver_stage/7,6,15.885502,16.349196,0.463694,7,0.417462,0,0.0
4,147,receiver_stage/7,6,16.349336,16.786139,0.436803,7,0.396841,0,0.0
4,157,receiver_stage/7,6,16.786249,17.326205,0.539956,7,0.484645,0,0.0
4,6,receiver_stage/6,7,7.537625,7.748941,0.211316,6,0.145543,0,0.0
4,10,receiver_stage/6,7,7.748981,8.06118,0.312199,7,0.248296,0,0.0
4,12,receiver_stage/6,7,8.06131,8.38183,0.32052,7,0.288169,0,0.0
4,16,receiver_stage/6,7,8.38224,8.841483,0.459243,7,0.38852,0,0.0
4,18,receiver_stage/6,7,8.841774,9.335008,0.493234,7,0.442434,0,0.0
4,22,receiver_stage/6,7,9.335518,9.463362,0.127844,6,0.069251,0,0.0
4,24,receiver_stage/6,7,9.463562,9.621306,0.157744,7,0.114153,0,0.0
4,26,receiver_stage/6,7,9.621726,9.772041,0.150315,7,0.117301,0,0.0
4,29,receiver_stage/6,7,9.772681,9.937896,0.165215,6,0.100372,0,0.0
4,32,receiver_stage/6,7,9.937996,10.092,0.154004,4,0.120384,0,0.0
4,35,receiver_stage/6,7,10.09232,10.245935,0.153615,7,0.085463,0,0.0
4,37,receiver_stage/6,7,10.246425,11.501392,1.254967,6,1.064813,1,0.086912
4,46,receiver_stage/6,7,11.501452,11.669627,0.168175,4,0.109864,0,0.0
4,48,receiver_stage/6,7,11.669718,11.77358,0.103862,7,0.064521,0,0.0
4,50,receiver_stage/6,7,11.77365,11.959436,0.185786,7,0.135735,0,0.0
4,53,receiver_stage/6,7,11.959476,12.145531,0.186055,7,0.147743,0,0.0
4,57,receiver_stage/6,7,12.145591,12.705218,0.559627,7,0.471903,0,0.0
4,63,receiver_stage/6,7,12.705408,12.78375,0.078342,7,0.043161,0,0.0
4,65,receiver_stage/6,7,12.783961,12.905714,0.121753,7,0.066883,0,0.0
4,66,receiver_stage/6,7,12.906094,13.078939,0.172845,7,0.110203,0,0.0
4,71,receiver_stage/6,7,13.078999,13.246514,0.167515,7,0.095704,0,0.0
4,75,receiver_stage/6,7,13.246734,13.63678,0.390046,7,0.334445,0,0.0
4,83,receiver_stage/6,7,13.63687,13.737903,0.101033,7,0.053171,0,0.0
4,88,receiver_stage/6,7,13.738033,14.342821,0.604788,8,0.445854,1,0.070272
4,97,receiver_stage/6,7,14.342911,14.729613,0.386702,7,0.3222,0,0.0
4,105,receiver_stage/6,7,14.729703,14.830726,0.101023,7,0.065011,0,0.0
4,109,receiver_stage/6,7,14.830806,15.128105,0.297299,7,0.260959,0,0.0
4,114,receiver_stage/6,7,15.128175,15.392463,0.264288,7,0.187575,0,0.0
4,122,receiver_stage/6,7,15.392553,15.716182,0.323629,7,0.288538,0,0.0
4,130,receiver_stage/6,7,15.716222,16.228238,0.512016,7,0.454053,0,0.0
4,143,receiver_stage/6,7,16.228398,16.346361,0.117963,4,0.089471,0,0.0
4,146,receiver_stage/6,7,16.346561,16.601419,0.254858,7,0.218897,0,0.0
