function,selfPercent,inclusivePercent,selfSamples,selfWeight,inclusiveWeight
"void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [clone .isra.0]",2.0215633423180592,2.0215633423180592,60,120240480,120240480
__scalbnl,1.752021563342318,1.752021563342318,52,104208416,104208416
"std::optional<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul> > ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::CoverPrepared<ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalQualitySampleEvidence::Cover(std::vector<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul>, std::allocator<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul> > > const&)::{lambda()#1}>(std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval, 2ul> const&, std::vector<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul>, std::allocator<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul> > > const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalQualitySampleEvidence::Cover(std::vector<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul>, std::allocator<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul> > > const&)::{lambda()#1}&&)",1.752021563342318,10.680592991913747,52,104208416,635270536
"std::enable_if<((!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value)&&(!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value))&&(!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value), void>::type boost::multiprecision::backends::eval_multiply<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, 0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, 0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&)",1.650943396226415,2.358490566037736,49,98196392,140280560
"void boost::multiprecision::backends::eval_add_subtract_imp<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >(boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >&, boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > > const&, boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > > const&, bool)",1.6172506738544474,9.097035040431267,48,96192384,541082160
"ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::operator*(ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval)",1.5161725067385445,1.5161725067385445,45,90180360,90180360
__memmove_avx512_unaligned_erms,1.482479784366577,1.482479784366577,44,88176352,88176352
"std::enable_if<!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value, void>::type boost::multiprecision::backends::eval_left_shift<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, unsigned __int128) [clone .part.0]",1.482479784366577,1.6172506738544474,44,88176352,96192384
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples::Weights(unsigned int, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, std::array<double, 3ul>&) const",1.4487870619946093,10.074123989218329,43,86172344,599198392
"boost::multiprecision::backends::cpp_int_base<0ul, 18446744073709551615ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, false>::resize(unsigned long, unsigned long) [clone .isra.0]",1.280323450134771,1.3140161725067385,38,76152304,78156312
"void boost::multiprecision::backends::divide_unsigned_helper<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >*, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&)",1.1455525606469004,1.3814016172506738,34,68136272,82164328
"std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval, 4ul> ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Clip<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval>(ParallelRoam::Algorithms::GreedyTransactionalLod::Configuration const&, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval const&, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval const&, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval const&)",1.1118598382749325,1.482479784366577,33,66132264,88176352
"void boost::multiprecision::backends::eval_multiply_imp<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >(boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >&, boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&)",1.0444743935309972,4.784366576819407,31,62124248,284569136
ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState::Vertex(long) const,1.0107816711590296,1.0107816711590296,30,60120240,60120240
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalCertification::Fit[abi:cxx11](ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Proposal&, ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger&, ParallelRoam::Algorithms::GreedyTransactionalLod::SingleHeightFitInterval*)",0.9097035040431267,26.752021563342318,27,54108216,1591182352
ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples::Decode(unsigned int) const,0.9097035040431267,0.9097035040431267,27,54108216,54108216
"std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval, 3ul> ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Reference<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval>(ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples const&, unsigned int)",0.9097035040431267,2.358490566037736,27,54108216,140280560
"void boost::multiprecision::backends::eval_gcd_lehmer<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, boost::multiprecision::backends::cpp_int_base<0ul, 18446744073709551615ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, false>::scoped_shared_storage>(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, unsigned long, boost::multiprecision::backends::cpp_int_base<0ul, 18446744073709551615ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, false>::scoped_shared_storage&)",0.8423180592991913,1.2466307277628033,25,50100200,74148296
__vdso_clock_gettime,0.8086253369272237,0.8086253369272237,24,48096192,48096192
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples::Prepare(ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::PreparedTopology const&, ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger&)",0.6738544474393531,2.4595687331536387,20,40080160,146292584
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalProposalEvidence::Get(unsigned int, ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger&)",0.6401617250673854,9.804582210242588,19,38076152,583166328
nextafter@plt,0.5727762803234502,0.5727762803234502,17,34068136,34068136
"ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::operator/(ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval)",0.5390835579514824,0.5390835579514824,16,32064128,32064128
"void boost::multiprecision::backends::subtract_unsigned<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&)",0.5053908355795148,0.5053908355795148,15,30060120,30060120
"boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::rational_adaptor()",0.4716981132075472,0.4716981132075472,14,28056112,28056112
__umodti3,0.4380053908355795,0.4380053908355795,13,26052104,26052104
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalPointwiseQuality::Certify[abi:cxx11](ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Proposal&, bool, ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger&)",0.3706199460916442,41.8800539083558,11,22044088,2490981944
_int_malloc,0.3706199460916442,0.5390835579514824,11,22044088,32064128
"std::array<boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1>, 4ul> ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Clip<boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1> >(ParallelRoam::Algorithms::GreedyTransactionalLod::Configuration const&, boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1> const&, boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1> const&, boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1> const&)",0.3706199460916442,6.738544474393531,11,22044088,400801600
"std::enable_if<(!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value)&&(!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value), void>::type boost::multiprecision::backends::eval_multiply<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, 0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, unsigned long long const&)",0.33692722371967654,0.4716981132075472,10,20040080,28056112
hypot@@GLIBC_2.35,0.3032345013477089,0.3032345013477089,9,18036072,18036072
"ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Height<ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval>(ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval const&, ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Interval const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&)",0.2695417789757412,1.2466307277628033,8,16032064,74148296
__libc_malloc2,0.2695417789757412,0.8086253369272237,8,16032064,48096192
"std::array<boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1>, 3ul> ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::Reference<boost::multiprecision::number<boost::multiprecision::backends::rational_adaptor<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >, (boost::multiprecision::expression_template_option)1> >(ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples const&, unsigned int)",0.2695417789757412,2.830188679245283,8,16032064,168336672
"std::enable_if<!boost::multiprecision::backends::is_trivial_cpp_int<boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > >::value, void>::type boost::multiprecision::backends::eval_gcd<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >(boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> >&, boost::multiprecision::backends::cpp_int_backend<0ul, 0ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long> > const&, unsigned long long)",0.2695417789757412,0.2695417789757412,8,16032064,16032064
__udivti3,0.2358490566037736,0.2358490566037736,7,14028056,14028056
"boost::multiprecision::backends::cpp_int_base<0ul, 18446744073709551615ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, false>::assign(boost::multiprecision::backends::cpp_int_base<0ul, 18446744073709551615ul, (boost::multiprecision::cpp_integer_type)1, (boost::multiprecision::cpp_int_check_type)0, std::allocator<unsigned long long>, false> const&) [clone .part.0]",0.2358490566037736,0.2695417789757412,7,14028056,16032064
unlink_chunk.isra.0,0.2358490566037736,0.2358490566037736,7,14028056,14028056
"ParallelRoam::Algorithms::GreedyTransactionalLod::QualityEvaluation::ErrorBounds(ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalState const&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalSamples const&, unsigned int, ParallelRoam::Algorithms::GreedyTransactionalLod::Proposal const*, ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger&, ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalProposalEvidence*)",0.20215633423180593,6.704851752021563,6,12024048,398797592
ParallelRoam::Algorithms::GreedyTransactionalLod::WorkLedger::Touch(),0.20215633423180593,1.0444743935309972,6,12024048,62124248
cfree@GLIBC_2.2.5,0.20215633423180593,0.20215633423180593,6,12024048,12024048
ldexpl@plt,0.20215633423180593,0.20215633423180593,6,12024048,12024048
malloc,0.20215633423180593,0.20215633423180593,6,12024048,12024048
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalPredicates::Shape(ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&, ParallelRoam::Algorithms::GreedyTransactionalLod::Point const&)",0.16846361185983827,2.8638814016172507,5,10020040,170340680
"ParallelRoam::Algorithms::GreedyTransactionalLod::TransactionalQualitySampleEvidence::Cover(std::vector<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul>, std::allocator<std::array<ParallelRoam::Algorithms::GreedyTransactionalLod::Point, 3ul> > > const&)",0.16846361185983827,18.733153638814017,5,10020040,1114228448
