configuration,case,run,terrain,algorithm,budget,area,capacity,frame,status,valid,N,Emax,RMS,Hmax,Q,missing,ambiguous,witness,meshHash,poseHash,sampleHash,qualityPath
34595dd6be4fba239ef2abccbfb0662c83c788be677afb95daa83c657efd0783,peking547-cbt-a16,visual-peking547-cbt-a16,peking547,cbt,,16,524288,2,ok,True,48.0,8.091670543434704,2.0962831063663407,0.7824423357843742,1790881,0,0,"[878652, 0.7124541997909546, 0.4908424913883209]",6722558953970855685,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a16
34595dd6be4fba239ef2abccbfb0662c83c788be677afb95daa83c657efd0783,peking547-cbt-a16,visual-peking547-cbt-a16,peking547,cbt,,16,524288,15,ok,True,45112.0,1.0698178392862385,0.06420510390713065,0.11525219613350568,1790881,0,0,"[196, 0.045787546783685684, 0]",15130992836491755615,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a16
34595dd6be4fba239ef2abccbfb0662c83c788be677afb95daa83c657efd0783,peking547-cbt-a16,visual-peking547-cbt-a16,peking547,cbt,,16,524288,16,ok,True,34582.0,0.9279701549916926,0.06247912837213328,0.11987946713167019,1790881,0,0,"[223736, 0.9212453961372375, 0.12454212456941605]",13297212986294690524,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a16
34595dd6be4fba239ef2abccbfb0662c83c788be677afb95daa83c657efd0783,peking547-cbt-a16,visual-peking547-cbt-a16,peking547,cbt,,16,524288,23,ok,True,45844.0,0.9279701549916926,0.05293903623176784,0.24475183808726486,1790881,0,0,"[223736, 0.9212453961372375, 0.12454212456941605]",10194775583509559659,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a16
06c5ba862c982c55f04bbb726316f197828d5f5c97fd8bfb1a5b1fe266ea3a8d,peking547-cbt-a4,visual-peking547-cbt-a4,peking547,cbt,,4,524288,2,ok,True,48.0,8.091670543434704,2.0962831063663407,0.7824423357843742,1790881,0,0,"[878652, 0.7124541997909546, 0.4908424913883209]",6722558953970855685,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a4
06c5ba862c982c55f04bbb726316f197828d5f5c97fd8bfb1a5b1fe266ea3a8d,peking547-cbt-a4,visual-peking547-cbt-a4,peking547,cbt,,4,524288,15,ok,True,130269.0,1.0698178392862385,0.03859884730814589,0.11525219613350568,1790881,0,0,"[196, 0.045787546783685684, 0]",10433693641788431883,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a4
06c5ba862c982c55f04bbb726316f197828d5f5c97fd8bfb1a5b1fe266ea3a8d,peking547-cbt-a4,visual-peking547-cbt-a4,peking547,cbt,,4,524288,16,ok,True,110004.0,0.6539445661599348,0.02589306269917418,0.11215178882824972,1790881,0,0,"[17614, 0.04029304161667824, 0.010989011265337467]",1260785102826949018,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a4
06c5ba862c982c55f04bbb726316f197828d5f5c97fd8bfb1a5b1fe266ea3a8d,peking547-cbt-a4,visual-peking547-cbt-a4,peking547,cbt,,4,524288,23,ok,True,140913.0,0.407000259459492,0.01807741192026999,0.1675816474447367,1790881,0,0,"[207300, 0.9059828917185465, 0.11477411538362503]",7870291068036007649,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a4
9476fc0c35c7830b8a27be5741d88b0f191ab8db7fa65fd455e86f05097752e6,peking547-cbt-a8,visual-peking547-cbt-a8,peking547,cbt,,8,524288,2,ok,True,48.0,8.091670543434704,2.0962831063663407,0.7824423357843742,1790881,0,0,"[878652, 0.7124541997909546, 0.4908424913883209]",6722558953970855685,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a8
9476fc0c35c7830b8a27be5741d88b0f191ab8db7fa65fd455e86f05097752e6,peking547-cbt-a8,visual-peking547-cbt-a8,peking547,cbt,,8,524288,15,ok,True,80193.0,1.0698178392862385,0.04662647640885639,0.11525219613350568,1790881,0,0,"[196, 0.045787546783685684, 0]",5284039214652939200,13198516499610291869,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a8
9476fc0c35c7830b8a27be5741d88b0f191ab8db7fa65fd455e86f05097752e6,peking547-cbt-a8,visual-peking547-cbt-a8,peking547,cbt,,8,524288,16,ok,True,63132.0,0.7588898510752164,0.039917940934984034,0.11215178882824972,1790881,0,0,"[230303, 0.9239926636219025, 0.12820513546466827]",1691532203744407456,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a8
9476fc0c35c7830b8a27be5741d88b0f191ab8db7fa65fd455e86f05097752e6,peking547-cbt-a8,visual-peking547-cbt-a8,peking547,cbt,,8,524288,23,ok,True,85238.0,0.7588898510752164,0.030922066100568586,0.24475183808726486,1790881,0,0,"[230303, 0.9239926636219025, 0.12820513546466827]",8874663314035493892,3166611947957068695,12881002172889809993,/mnt/d/CPP-Projects/WorkloadAwareROAM/benchmark-output/experiment-infrastructure/fer-02/quality-peking547-cbt-a8
